YearStart,YearEnd,LocationDesc,Class,Topic,Question,Data_Value,Data_Value_Alt,Low_Confidence_Limit,High_Confidence_Limit,Age group,Stratification2,ClassID
2017,2017,Arizona,Screenings and Vaccines,Influenza vaccine within past year,Percentage of older adults who reported influenza vaccine within the past year,47.3,47.3,46,48.7,Overall,"White, non-Hispanic",C03
2017,2017,Arizona,Smoking and Alcohol Use,Binge drinking within past 30 days,Percentage of older adults who reported binge drinking within the past 30 days,3.5,3.5,2.8,4.4,65 years or older,Female,C04
2015,2015,Arizona,Screenings and Vaccines,Influenza vaccine within past year,Percentage of older adults who reported influenza vaccine within the past year,45.7,45.7,43.7,47.6,Overall,"White, non-Hispanic",C03
2017,2017,Arizona,Smoking and Alcohol Use,Binge drinking within past 30 days,Percentage of older adults who reported binge drinking within the past 30 days,7.5,7.5,4.2,12.9,Overall,Native Am/Alaskan Native,C04
2017,2017,Arizona,Smoking and Alcohol Use,Binge drinking within past 30 days,Percentage of older adults who reported binge drinking within the past 30 days,,,,,65 years or older,"Black, non-Hispanic",C04
2015,2015,Arizona,Screenings and Vaccines,Influenza vaccine within past year,Percentage of older adults who reported influenza vaccine within the past year,,,,,65 years or older,Native Am/Alaskan Native,C03
2016,2016,Arizona,Screenings and Vaccines,Influenza vaccine within past year,Percentage of older adults who reported influenza vaccine within the past year,48.6,48.6,33.3,64.2,Overall,Asian/Pacific Islander,C03
2017,2017,Arizona,Screenings and Vaccines,Diabetes screening within past 3 years,Percentage of older adults without diabetes who reported a blood sugar or diabetes test within 3 years,,,,,50-64 years,Asian/Pacific Islander,C03
2017,2017,Arizona,Smoking and Alcohol Use,Binge drinking within past 30 days,Percentage of older adults who reported binge drinking within the past 30 days,7.6,7.6,6.4,9,50-64 years,Female,C04
2015,2015,Arizona,Screenings and Vaccines,Influenza vaccine within past year,Percentage of older adults who reported influenza vaccine within the past year,29.6,29.6,23.7,36.4,50-64 years,Hispanic,C03
2016,2016,Arizona,Screenings and Vaccines,Influenza vaccine within past year,Percentage of older adults who reported influenza vaccine within the past year,33.6,33.6,21.4,48.4,65 years or older,"Black, non-Hispanic",C03
2016,2016,Arizona,Screenings and Vaccines,Pap test within past 3 years,Percentage of older adult women with an intact cervix who had a Pap test within the past 3 years,64.5,64.5,60.6,68.2,50-64 years,"White, non-Hispanic",C03
2016,2016,Arizona,Screenings and Vaccines,Influenza vaccine within past year,Percentage of older adults who reported influenza vaccine within the past year,37.2,37.2,34.5,40,50-64 years,"White, non-Hispanic",C03
2016,2016,Arizona,Screenings and Vaccines,Influenza vaccine within past year,Percentage of older adults who reported influenza vaccine within the past year,44.3,44.3,34.3,54.7,Overall,Native Am/Alaskan Native,C03
2017,2017,Arizona,Smoking and Alcohol Use,Binge drinking within past 30 days,Percentage of older adults who reported binge drinking within the past 30 days,,,,,50-64 years,Native Am/Alaskan Native,C04
2016,2016,Arizona,Screenings and Vaccines,Influenza vaccine within past year,Percentage of older adults who reported influenza vaccine within the past year,40.2,40.2,36.8,43.6,50-64 years,Female,C03
2016,2016,Arizona,Screenings and Vaccines,Influenza vaccine within past year,Percentage of older adults who reported influenza vaccine within the past year,54.8,54.8,51.6,57.9,65 years or older,Male,C03
2017,2017,Arizona,Screenings and Vaccines,Influenza vaccine within past year,Percentage of older adults who reported influenza vaccine within the past year,42.2,42.2,34.9,49.8,Overall,"Black, non-Hispanic",C03
2016,2016,Arizona,Screenings and Vaccines,Pap test within past 3 years,Percentage of older adult women with an intact cervix who had a Pap test within the past 3 years,69.7,69.7,53.4,82.2,50-64 years,Native Am/Alaskan Native,C03
2016,2016,Arizona,Smoking and Alcohol Use,Binge drinking within past 30 days,Percentage of older adults who reported binge drinking within the past 30 days,8.8,8.8,7.8,10,Overall,Overall,C04
2017,2017,Arizona,Nutrition/Physical Activity/Obesity,No leisure time physical activity within past month,Percentage of older adults who have not had any leisure time physical activity in the past month,29.5,29.5,27.1,31.9,50-64 years,Female,C02
2017,2017,Arizona,Smoking and Alcohol Use,Binge drinking within past 30 days,Percentage of older adults who reported binge drinking within the past 30 days,6.6,6.6,3.7,11.7,Overall,"Black, non-Hispanic",C04
2017,2017,Arizona,Smoking and Alcohol Use,Binge drinking within past 30 days,Percentage of older adults who reported binge drinking within the past 30 days,4.9,4.9,4.3,5.7,65 years or older,Overall,C04
2017,2017,Arizona,Screenings and Vaccines,Diabetes screening within past 3 years,Percentage of older adults without diabetes who reported a blood sugar or diabetes test within 3 years,51.6,51.6,38.5,64.5,50-64 years,Native Am/Alaskan Native,C03
2016,2016,Arizona,Smoking and Alcohol Use,Binge drinking within past 30 days,Percentage of older adults who reported binge drinking within the past 30 days,5.8,5.8,4.4,7.5,65 years or older,Male,C04
2015,2015,Arizona,Screenings and Vaccines,Influenza vaccine within past year,Percentage of older adults who reported influenza vaccine within the past year,,,,,50-64 years,Native Am/Alaskan Native,C03
2015,2015,Arizona,Smoking and Alcohol Use,Binge drinking within past 30 days,Percentage of older adults who reported binge drinking within the past 30 days,,,,,50-64 years,"Black, non-Hispanic",C04
2016,2016,Arizona,Screenings and Vaccines,Influenza vaccine within past year,Percentage of older adults who reported influenza vaccine within the past year,39.3,39.3,32.1,47.1,50-64 years,Hispanic,C03
2015,2015,Arizona,Smoking and Alcohol Use,Binge drinking within past 30 days,Percentage of older adults who reported binge drinking within the past 30 days,,,,,50-64 years,Asian/Pacific Islander,C04
2015,2015,Arizona,Smoking and Alcohol Use,Binge drinking within past 30 days,Percentage of older adults who reported binge drinking within the past 30 days,,,,,Overall,Native Am/Alaskan Native,C04
2017,2017,Arizona,Screenings and Vaccines,Influenza vaccine within past year,Percentage of older adults who reported influenza vaccine within the past year,32.4,32.4,24,42.1,50-64 years,"Black, non-Hispanic",C03
2017,2017,Arizona,Screenings and Vaccines,Influenza vaccine within past year,Percentage of older adults who reported influenza vaccine within the past year,54.9,54.9,44.5,65,50-64 years,Native Am/Alaskan Native,C03
2016,2016,Arizona,Smoking and Alcohol Use,Binge drinking within past 30 days,Percentage of older adults who reported binge drinking within the past 30 days,12.1,12.1,10.3,14.1,Overall,Male,C04
2017,2017,Arizona,Smoking and Alcohol Use,Binge drinking within past 30 days,Percentage of older adults who reported binge drinking within the past 30 days,5.6,5.6,4.9,6.4,Overall,Female,C04
2016,2016,Arizona,Screenings and Vaccines,Influenza vaccine within past year,Percentage of older adults who reported influenza vaccine within the past year,46.5,46.5,44.7,48.2,Overall,"White, non-Hispanic",C03
2015,2015,Arizona,Smoking and Alcohol Use,Binge drinking within past 30 days,Percentage of older adults who reported binge drinking within the past 30 days,,,,,65 years or older,Asian/Pacific Islander,C04
2015,2015,Arizona,Smoking and Alcohol Use,Binge drinking within past 30 days,Percentage of older adults who reported binge drinking within the past 30 days,,,,,Overall,"Black, non-Hispanic",C04
2016,2016,Arizona,Screenings and Vaccines,Pap test within past 3 years,Percentage of older adult women with an intact cervix who had a Pap test within the past 3 years,52.2,52.2,49.9,54.4,Overall,Overall,C03
2016,2016,Arizona,Screenings and Vaccines,Pap test within past 3 years,Percentage of older adult women with an intact cervix who had a Pap test within the past 3 years,66.5,66.5,63,69.8,50-64 years,Overall,C03
2016,2016,Arizona,Screenings and Vaccines,Pap test within past 3 years,Percentage of older adult women with an intact cervix who had a Pap test within the past 3 years,,,,,65 years or older,Native Am/Alaskan Native,C03
2017,2017,Arizona,Smoking and Alcohol Use,Binge drinking within past 30 days,Percentage of older adults who reported binge drinking within the past 30 days,,,,,Overall,Asian/Pacific Islander,C04
2016,2016,Arizona,Screenings and Vaccines,Pap test within past 3 years,Percentage of older adult women with an intact cervix who had a Pap test within the past 3 years,65.6,65.6,52.3,76.8,Overall,Native Am/Alaskan Native,C03
2015,2015,Arizona,Screenings and Vaccines,Cholesterol checked in past 5 years,Percentage of older adults who had a cholesterol screening within the past 5 years,93.5,93.5,92.2,94.7,65 years or older,Overall,C03
2017,2017,Arizona,Screenings and Vaccines,Cholesterol checked in past 5 years,Percentage of older adults who had a cholesterol screening within the past 5 years,94.9,94.9,94.2,95.5,Overall,"White, non-Hispanic",C03
2016,2016,Arizona,Smoking and Alcohol Use,Binge drinking within past 30 days,Percentage of older adults who reported binge drinking within the past 30 days,,,,,50-64 years,Native Am/Alaskan Native,C04
2017,2017,Arizona,Smoking and Alcohol Use,Binge drinking within past 30 days,Percentage of older adults who reported binge drinking within the past 30 days,6.7,6.7,5.6,8.1,65 years or older,Male,C04
2015,2015,Arizona,Smoking and Alcohol Use,Binge drinking within past 30 days,Percentage of older adults who reported binge drinking within the past 30 days,6.6,6.6,5.1,8.6,50-64 years,Female,C04
2017,2017,Arizona,Smoking and Alcohol Use,Binge drinking within past 30 days,Percentage of older adults who reported binge drinking within the past 30 days,9,9,8.2,9.7,Overall,Overall,C04
2015,2015,Arizona,Screenings and Vaccines,Influenza vaccine within past year,Percentage of older adults who reported influenza vaccine within the past year,32.8,32.8,28.9,36.9,50-64 years,Male,C03
2016,2016,Arizona,Screenings and Vaccines,Colorectal cancer screening,Percentage of older adults who had either a home blood stool test within the past year or a sigmoidoscopy or colonoscopy within the past 10 years,75.1,75.1,73.1,76.9,65 years or older,"White, non-Hispanic",C03
2017,2017,Arizona,Screenings and Vaccines,Diabetes screening within past 3 years,Percentage of older adults without diabetes who reported a blood sugar or diabetes test within 3 years,69.4,69.4,67.6,71.1,65 years or older,"White, non-Hispanic",C03
2016,2016,Arizona,Screenings and Vaccines,Influenza vaccine within past year,Percentage of older adults who reported influenza vaccine within the past year,35.1,35.1,31.3,39.1,50-64 years,Male,C03
2016,2016,Arizona,Smoking and Alcohol Use,Binge drinking within past 30 days,Percentage of older adults who reported binge drinking within the past 30 days,11.4,11.4,7.4,17,50-64 years,Hispanic,C04
2015,2015,Arizona,Screenings and Vaccines,Influenza vaccine within past year,Percentage of older adults who reported influenza vaccine within the past year,47.6,47.6,29.5,66.4,65 years or older,"Black, non-Hispanic",C03
2017,2017,Arizona,Screenings and Vaccines,Influenza vaccine within past year,Percentage of older adults who reported influenza vaccine within the past year,55.1,55.1,43.7,66.1,Overall,Asian/Pacific Islander,C03
2017,2017,Arizona,Screenings and Vaccines,Influenza vaccine within past year,Percentage of older adults who reported influenza vaccine within the past year,44.8,44.8,42.9,46.7,Overall,Male,C03
2016,2016,Arizona,Screenings and Vaccines,Influenza vaccine within past year,Percentage of older adults who reported influenza vaccine within the past year,45.9,45.9,43.7,48.1,Overall,Female,C03
2016,2016,Arizona,Screenings and Vaccines,Influenza vaccine within past year,Percentage of older adults who reported influenza vaccine within the past year,46.8,46.8,39.1,54.6,65 years or older,Hispanic,C03
